MSFT.O,MSFT.O,MSFT.O,MSFT.O,MSFT.O,MSFT.O,TSLA.O,TSLA.O,TSLA.O,TSLA.O,TSLA.O,TSLA.O,IVV,IVV,IVV,IVV,IVV,IVV
HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
138.44,138.12,136.91,137.25,151712,20179716,14.89331844,14.780651886000001,14.533318800000002,14.599985400000001,53733,77746637.74663775,294.43636404,293.87713068,291.89984130000005,293.02829433,31871,3548385
139.18,137.86,136.27,139.15,149853,23946123,15.495984504,15.040651626000002,14.947518385799999,15.276651390000001,91631,139916764.91676491,295.55483076,293.86714437,292.71871872,295.55483076,31778,4786562
137.2,136.04,135.7,136.61,145241,18880773,15.26331807,15.000651666,14.877318456000001,14.938651728,54020,80408270.4082704,292.88848599000005,292.00969071000003,290.55168945,291.85989606,41429,4420786
137.69,137.63,136.48,137.3,135143,18015310,15.230651436,14.711985288000001,14.613652053000003,15.125984874,58577,86530526.53052653,295.36509087,295.35510456000003,293.64744555000004,294.45633666000003,19018,2742640
140.3837,140.05,138.76,139.11,196125,26119520,15.319984680000003,15.305318028,14.72331861,14.833318499999999,70087,111049941.04994105,300.18847860000005,299.21980653,297.9914904,298.13129874000003,27620,4005872
140.18,139.1,138.2,140.03,180903,20824504,15.309318024,15.16331817,15.011318322000001,15.146651519999999,48237,62840642.84064284,300.09860181,299.41953273,298.7903952,299.52938214,23277,3937476
139.75,137.52,136.46,139.59,253677,25773932,15.583984416,15.452651214,15.281984717999999,15.333318,54871,72040107.04010704,300.56795838000005,299.55934107,298.50079221000004,300.51802683,20269,2973356
136.8862,136.08,134.51,136.8,256037,28903378,15.702650964,15.702650964,15.262651404,15.386651280000002,54668,73255783.25578324,299.53936845,299.53936845,297.30243501,298.67055948,24422,2416750
136.27,136.12,135.09,135.91,200395,24726117,16.54492345506,16.47331686,15.733317600000001,15.825317508000001,128019,150641805.64180562,301.70639772000004,301.70639772000004,299.12992974,299.83895775,20011,2935137
138.42,137.52,136.87,137.85,195621,27009981,16.8999831,16.391316942,16.29331704,16.51331682,97853,128718278.71827872,303.83348175000003,302.66508348,301.80626082000003,302.60516562,30630,4597562
138.06,137.32,136.57,137.78,187417,23363057,16.56331677,16.34665032,16.324317009,16.463983536,63214,79697254.6972547,303.5354902596,302.45537097000005,302.02595964,303.14442636,36296,4257023
136.7,136.33,135.66,135.83,160556,16731440,16.495316838,16.187317146,16.077983921999998,16.3999836,76983,70921510.92151092,301.9860144,301.56658938000004,300.7876572,301.15715067,26194,2277436
137.52,137.39,136.425,136.96,129192,17976285,16.37331696,16.319317014,16.024650642,16.164650502,61943,59203694.2036942,302.36549418,302.29559001,301.1299879068,301.26700008,61804,3920530
138.67,138.52,136.5299,137.36,181394,24473386,16.544550122100002,16.232650434000004,16.157983842,16.333317,74343,63421608.42160842,302.585193,302.51528883000003,299.59928631,301.83621975,47925,3065864
142.37,141.07,140.0736,140.3,268324,36095413,16.529316804,16.439983559999998,16.322650344,16.3999836,73917,73247098.24709825,303.98327639999997,302.47534359,302.07589119000005,302.91474123,69650,5069435
141.65,139.44,138.25,141.01,208399,40040766,16.4630502036,16.041317292,15.877317456,16.432650234,104884,97594057.59405759,303.42404304,300.80762982000005,300.18847860000005,303.14442636,58826,5893756
139.63,139.14,138.44,139.23,141525,17408374,16.34527698804,16.081983918000002,15.947984051999999,15.999984000000001,67929,65874515.87451587,301.699407303,300.96741078,300.02869764,300.27835539,57925,4640738
140.69,137.38,136.88,140.36,254373,30016670,16.132650534000003,14.880651786000001,14.840651826000002,16.101317232,208687,194116874.1168741,301.11720543,297.10270881,296.06413257,300.65783517,82697,6188101
139.958,139.36,136.03,137.5,225044,22544054,15.265318068,15.24665142,14.557318776,14.970651696,135471,141664431.66443166,299.34962856,298.78040889,295.56481707000006,297.16262667,51240,3632153
140.18,139.54,138.44,139.44,179578,17813512,16.220650446,16.170650496,15.159984840000002,15.377317955999999,173520,181181956.18195617,299.0899845,298.18123029,296.69327010000006,298.87028568,43980,3103107
140.36,137.73,136.645,140.15,200516,22498958,16.580650086000002,16.141983858,15.915317417999999,16.14665052,167956,166847851.84785184,299.18984760000006,296.593407,294.93567953999997,299.11994343,47593,3287298
139.215,139.03,137.78,138.05,133965,18430390,16.265317067999998,16.057983942,15.74072425926,16.1999838,86520,89192504.19250418,298.78040889,298.11132612,297.15264036,297.20257191,32594,3809875
140.25,137.07,137.0,139.66,182324,22581929,16.39665027,16.312650354,15.941984058000001,16.0999839,101683,92944442.94444294,299.70913572,294.50626821000003,294.22665153,298.99012139999996,52486,4896122
136.37,134.65,133.5799,136.25,257954,32001763,16.30998369,16.208650458,15.961984038,16.219317114000003,94931,93848313.84831385,292.74867765,289.23349653,287.8467975234,292.74867765,72314,6361895
136.75,136.28,133.22,134.95,218725,26379798,15.631984368,15.535317798000001,14.951985048000001,15.457317876,230596,227066672.06667206,291.66016986,291.64019724,286.02789102,289.0038114,61917,4787944
138.25,138.12,136.42,136.75,165035,23839548,15.651984348,15.428651238,15.204651462,15.440651226,106992,120317820.31782033,295.8588140364,295.61474862,292.34922525,292.38917049,39156,4951258
138.18,137.12,137.02,137.14,129884,16601284,15.903984096,15.847984152000002,15.236651430000002,15.319984680000003,97331,121304476.3044763,296.51351652000005,294.28656939,294.01693902000005,294.73595334,30866,2631875
137.76,135.67,135.62,137.08,228417,26783336,16.262650404,16.00331733,15.633317700000001,15.724650942,117031,130535200.53520054,293.04826695,289.73281203,289.71283941,292.25934846,49214,3990697
138.7,138.24,136.97,137.46,164217,20178482,16.486316846999998,16.301983698,16.04331729,16.087983912,93687,104025599.02559902,293.50763721000004,292.47904728000003,291.30885147419997,291.96974547,32131,3397724
139.6699,139.1,138.25,138.49,158395,18396605,16.618650048000003,16.315983684,16.105317228,16.351983648,80860,94701349.70134969,295.45496766,294.54621345,292.21940322,292.40914311,39718,3544531
141.03,139.68,139.5,140.12,221787,25551065,16.738649928,16.525983473999997,16.453983546,16.47665019,100472,127322512.32251231,299.97876609,297.48218859,297.37233918,297.54210645,47311,4199307
140.29,139.55,139.52,139.69,98716,13591639,17.23664943,17.130649536,16.475316858,16.52665014,130264,153403098.4030984,297.87165468,297.28246239000003,296.83307844,297.17261298,16250,1616105
141.79,141.575,139.81,140.06,142044,19917762,17.333316,17.192649474,16.941316392,17.17998282,86512,97191937.1919372,300.9525311781,300.20845122000003,298.24114815,298.32103863000003,28839,3196908
140.99,140.41,139.53,140.79,154233,20841687,17.473315860000003,17.316649350000002,17.127982872,17.159316174,87620,100564645.56464556,300.40817742,299.65920417,299.17986128999996,299.61925893,23206,3141043
141.42,139.69,139.02,140.95,157500,22102797,17.651982348,17.464649202,17.344649322000002,17.499982499999998,66213,71685716.68571669,301.50167836500003,300.49805421,299.7890262,300.93745185000006,22379,2131042
140.0,137.41,136.56,139.76,211080,32284428,17.519982480000003,17.12998287,17.00664966,17.37998262,71859,86305076.3050763,300.6379624131,299.18984760000006,298.24114815,299.9887524,20907,2557341
138.5,138.43,137.01,138.45,144612,20716039,17.299982699999997,16.8999831,16.678649988,17.221982777999997,56139,76621591.62159163,301.45673997,301.33690425000003,300.25838277,300.67780779,16443,3785065
140.01,136.37,136.26,138.97,206328,27935270,17.221982777999997,17.038649628,16.72331661,16.954649712000002,56274,69376494.37649438,302.14779262200005,300.2883417,300.15851967000003,301.88615130000005,27860,4541312
137.45,137.24,135.61,136.88,238255,31380309,17.075982923999998,16.978649688,16.75664991,16.9666497,139220,168242898.24289823,301.21706853,301.15715067,299.77903989000004,299.97876609,20231,1799721
140.42,139.94,138.67,139.39,249592,37278399,20.328646338,19.978646688,19.279980719999998,19.891313442,345500,447288912.2889123,302.33553525,301.69641141000005,300.73772565,302.15578167,15230,1944073
141.14,140.73,139.2,139.34,174457,25959724,21.999978,21.875311458,19.740646926,19.847980152000005,350910,450091815.09181505,303.4839609,302.89476861,301.00735602000003,301.03731495,19834,2515669
145.67,144.19,143.51,144.4,253257,35280137,22.722643943999998,21.847311486,21.506645160000005,21.835978164,222826,283054573.05457306,305.14168836,304.59244131,304.13307105,304.13307105,29045,4818244
144.5,142.83,142.65,144.08,163307,20589469,21.619978380000003,21.081312252000004,20.983312350000002,21.332645334000002,143581,190264195.26419526,305.52116814,304.49257821000003,304.14305736,304.31282463,25605,3443558
145.0,144.61,142.79,143.52,155629,18496591,21.252645414,21.000645666,20.664646002,20.8666458,101662,144627294.62729463,305.80078482000005,305.45126397,303.27424839,304.71227703,30340,4161047
144.93,143.37,142.99,144.9,163313,24605135,21.2666454,20.994645672000004,20.8666458,20.87331246,61746,76004416.004416,305.41131873,304.55249607,303.0394702419,305.41131873,26741,4215561
144.42,143.72,142.965,144.26,167398,33128366,21.098645568000002,20.887312446,20.65331268,21.087978912,69554,95759030.75903076,307.52841645,307.52841645,306.05044257000003,306.23019615,21067,2413078
145.0,144.55,144.16,144.83,129434,16911999,21.462645204,21.164645502000003,20.617312716,20.986645680000002,93112,131805731.8057318,309.33593856,308.68682841000003,308.28737601,309.20611653000003,23095,2515617
145.02,144.46,143.905,144.97,130222,18250172,21.567311766,21.147978852,21.0745122588,21.307978692000002,72791,104151359.15135916,309.22608915,308.31733494,308.00775933,308.93648616,36748,4952324
144.52,144.06,143.2,144.37,131675,16575798,21.781311552000005,21.771978228,20.9666457,21.1999788,93475,119114099.11409912,308.71678734,308.45714328,307.34866287,308.33730756,23575,2711805
144.88,144.26,143.77,143.84,137852,17786715,22.766643900000002,22.369310964000004,21.867978132,21.942644724,166688,217010437.010437,310.75399458000004,309.55563738,308.98641771,309.89517192,22054,2777505
145.99,145.96,143.76,143.98,128107,16752939,22.497310835999997,22.475977524,22.1666445,22.2999777,74226,91113406.11340612,310.26466539,310.24469277000003,308.35728018,309.10625343,18384,2031044
146.42,146.11,144.73,145.34,121540,14370178,23.279310054,23.005976993999997,22.7999772,22.92997707,120212,149905484.9054849,309.85023352499996,309.73539096,308.576979,308.7767052,16100,2232424
147.57,147.07,146.06,146.28,133099,18648712,23.357976642,23.328643338000003,22.935977064,23.12664354,92749,110390855.39085539,311.32321425000004,310.26466539,309.46576059,310.0749255,22531,2530855
147.4625,147.31,146.28,146.74,128844,17444230,23.755309578,23.073976926,23.011976988,23.666643,110453,127018072.01807202,310.86384399,310.43443266,308.97643139999997,309.19613022000004,20161,2317147
148.41,148.06,147.0,147.02,123123,19755100,23.589309743999998,23.289976710000005,22.860643806000002,23.073976926,79092,97075642.07564208,310.95372078,310.8738303,309.41582904,310.10488442999997,19912,2320228
149.99,149.97,148.27,148.93,145930,23508807,23.51997648,23.477976522000002,23.223976776,23.375976624,61038,72188517.18851718,313.18066791,313.18066791,311.59284462,312.34181787,20487,3770173
150.55,150.34,148.98,150.07,152357,21554762,23.54330979,23.332643334,23.07331026,23.5277431389,62507,66127641.12764113,313.63005186000004,313.32047625,312.3717768,312.87109230000004,18158,2867353
151.33,150.39,150.195,150.88,161459,23960164,23.999309334000003,23.967976032,23.18664348,23.449976550000002,98411,116041286.04128604,314.03949057000005,313.25057208000004,312.55153038000003,314.03949057000005,22638,3877288
150.84,149.62,148.46,150.31,194235,25720060,24.07997592,23.481309852000003,23.304643362,23.999976,91488,101009576.009576,313.16069529,312.09216012,310.3796078181,312.63142086,32018,4100668
149.8,149.48,148.501,149.4,122329,18576083,24.055975943999997,23.655309678,23.600236399739998,23.633976366,78672,91650286.65028664,312.31185894000004,311.64277617,310.7525964966,312.20200953,20123,2174244
150.3,149.59,148.82,150.07,110984,15841680,22.7333106,22.202644464000002,21.999978,22.677310656000003,237373,253059883.05988306,312.54154407000004,312.31185894000004,311.19339222,312.43169466,17690,2164540
151.35,151.23,149.92,150.0,118670,22428585,22.971310362,22.422644243999997,22.297311036,22.954643712,169186,185186660.18666017,314.70857334,314.66862810000003,313.32047625,313.32047625,25489,3512289
152.42,152.03,151.32,151.36,129195,24635100,22.3666443,21.927978072000002,21.806644860000002,22.351310982,115570,119343704.34370433,315.60734124000004,315.29776563,314.40898404,314.79845013000005,22590,3183276
152.5,152.32,151.52,152.33,108372,15201293,22.261977738,22.085977914,21.904644762,22.074644592,81025,83451968.45196845,316.84564367999997,316.81568475,315.71719064999996,316.03675257000003,14812,2003223
152.3,151.38,151.28,152.1,74764,11977300,22.083977916,21.995978004,21.8333115,22.073977926,36296,36984471.984471984,316.4887329606,315.62731386,315.41760135000004,316.25645139,11630,1790666
151.83,149.55,148.32,151.81,204733,27473616,22.425490907820002,22.324644342,21.912444754200003,21.95997804,89998,91229881.22988123,316.01677995,312.98094171,312.5176767891,315.99680733,27753,3537355
149.43,149.31,146.65,147.49,171791,25192145,22.527310806000003,22.41331092,22.1457111876,22.174644492,91954,99202239.20223919,310.98367971000005,310.82389875,308.45634437520005,309.96507609,26013,2577192
150.1799,149.85,149.2,150.14,139551,17580617,22.523977476,22.201977798,22.189977810000002,22.51664415,66843,83043908.04390804,313.4430082737,312.75125658,311.68421935649997,312.02225595,19303,2211393
150.32,149.93,149.48,150.05,110896,17880601,22.294824371820003,22.024644642,21.816644850000003,22.188644478,56156,56054696.05469605,313.58012031,313.41035303999996,311.92239285000005,313.58012031,21332,3007436
151.87,151.75,150.27,150.99,123433,16410400,22.590644076000004,22.392644274,22.317977682,22.333311000000002,97981,114284169.28416927,316.70583534,316.20651984,315.4574467269,315.49749183,22708,4750735
152.21,151.36,150.91,151.07,110782,16741350,22.963310370000002,22.635310697999998,22.338644328,22.439310894000002,116593,135603390.6033906,316.566027,315.2678067,315.18791622000003,315.7671222,20279,3298872
151.89,151.13,150.765,151.29,130069,16481060,23.381976618000003,23.255976743999998,22.620644046,22.663977336000002,112819,132599397.5993976,315.88695792,314.93825847,314.17929891,315.21787515,21473,3498183
151.87,151.7,150.33,151.54,116411,18860001,23.812636187340004,23.51330982,23.405976594,23.458409874900003,93776,103787533.78753379,316.08668412,315.73716327000005,314.9761065849,315.40761504,20948,4634192
153.44,153.24,151.02,151.65,184669,24645366,24.182642484,23.978642688,23.548643118,23.661309672,113611,116643281.64328165,319.37218011000004,318.53333007000003,315.53743707000007,315.79708113000004,35158,5009757
154.89,154.53,152.83,153.0035,178654,23850062,24.347308986,23.892642774,23.642643023999998,24.069975930000002,89606,98614313.61431362,320.08120812,318.64317948,317.40487704,318.29365863000004,38145,3983295
155.9,155.53,154.82,155.11,142210,24152770,25.573974426000003,25.433307900000003,24.166642500000002,24.169975830000002,231167,273314373.3143733,319.98,319.32,318.99,319.0,28030,3948535
155.71,154.69,154.45,155.45,150538,25443527,25.699974299999997,25.265974734,25.05997494,25.265974734,108573,127556752.55675256,320.07,319.35,319.29,319.78,22466,4846302
155.48,154.37,154.18,154.3,122813,24132379,26.347973652000004,26.20997379,25.371974628,25.375307958,185583,212046092.04609203,320.06,319.37,319.36,319.83,20574,4238755
155.77,155.71,153.75,154.0,133288,25813825,27.12330621,26.935973064000002,26.433306899999998,26.487973511999996,233623,271804876.8048768,320.81,320.74,319.3354,319.6,22837,5210222
158.49,157.41,156.29,157.35,161412,53599613,27.5333058,27.039306294,26.678973321,27.352639314,178525,221778311.77831176,323.3496,322.38,321.81,321.86,31620,5678374
158.12,157.41,157.27,158.12,121832,17726283,28.133971865999996,27.947972052,27.333306,27.451972548,183453,199992514.992515,323.044,322.61,322.45,322.97,24811,4520185
157.71,157.38,157.115,157.48,51541,8989150,28.364638302000003,28.34997165,27.5124724875,27.890638776,104057,120820920.82092081,322.93,322.65,322.305,322.87,12604,2716319
158.73,158.67,157.4,157.56,92059,14526927,28.898637768,28.729304604,28.423304910000002,28.527304806000004,140952,159724494.72449473,324.33,324.32,323.02,323.06,16816,2852214
159.55,158.96,158.22,159.45,115649,18414352,29.020637646,28.691971308000003,28.407304926000002,28.999971000000002,128105,149352554.35255435,325.19,324.26,323.71,325.19,30475,5091408
159.02,157.59,156.73,158.9865,134688,16356720,28.5999714,27.64663902,27.28389938274,28.585971414,172130,189019164.01916403,324.49,322.51,321.96,324.41,25744,3511987
157.77,157.7,156.45,156.77,123113,18393383,28.085971913999998,27.888638778,26.805306528000003,26.999992999979998,130147,154386994.3869944,323.56,323.24,321.5675,321.96,20677,3129116
160.73,160.62,158.33,158.78,175502,22634546,28.71301795362,28.683971315999997,28.113971885999998,28.2999717,136849,143375933.37593338,326.32,326.32,323.95,324.98,28163,4072016
159.945,158.62,158.06,158.32,166450,21121681,30.2666364,29.533970466,29.127970872000006,29.366637299999997,236694,266920721.92072192,325.06,323.81,322.511,322.53,30356,4290425
159.1,159.03,156.51,157.08,148389,20826702,30.103969896000002,30.102636564,29.333304,29.364637302000002,134216,152362637.36263737,325.14,325.09,321.78,321.89,26087,4216642
159.67,157.58,157.32,159.32,167836,21881740,31.441968558,31.270635396000003,30.223636443,30.75996924,250186,273137343.1373431,324.97,324.2,323.65,324.46,30025,3715022
160.8,160.09,157.9491,158.93,198630,27762026,33.232633434,32.809300524,31.215302118,31.57996842,413642,467991362.991363,327.21,325.85,324.11,324.38,33289,3913320
162.215,162.09,161.03,161.835,160996,21399951,33.25330008,32.089301244,31.524635142,33.13996686,384280,426948216.9482169,328.17,328.05,326.94,327.59,26545,2970670
163.22,161.34,161.18,162.8235,160002,20733946,32.329301004,31.876634789999997,31.57996842,32.119301214000004,181932,194652674.65267465,328.8956,327.14,326.6214,328.7339,20512,3494587
163.31,163.28,161.26,161.76,155175,21637007,35.041964958,34.990631676,32.7999672,32.8999671,369915,399518604.51860446,329.43,329.43,327.36,327.87,27738,3596152
163.6,162.13,161.72,163.39,176572,23500783,36.49396350599999,35.861297472,34.993298339999996,36.283630382999995,406422,435921090.9210909,330.0669,328.92,328.11,328.9,42237,4301349
163.94,163.18,162.57,162.62,167360,21417871,35.855964144000005,34.5666321,34.45231888098,35.317298016,261959,260532725.5327255,330.49,329.66,328.71,328.81,26884,4405103
166.24,166.17,164.03,164.35,169029,23865360,34.297299036000005,34.232632434,32.811300522,32.91663375,325049,326050121.05012107,332.4,332.4,330.92,331.17,24844,5493464
167.4675,167.1,165.43,167.42,201344,34371659,34.37795895534,34.0332993,33.543966456,33.840632826000004,192617,204436299.4362994,333.65,333.5,332.54,333.2,25619,4982426
168.19,166.5,166.43,166.68,179784,29517191,36.571963428000004,36.479963520000005,35.227298106,35.34996465,272578,267052332.05233204,333.65,332.78,332.313,332.38,34546,5892358
167.49,165.7,165.68,167.4,181397,24138777,39.6332937,37.970628696,37.27329606,38.125961874000005,506192,470535890.5358905,334.44,332.85,332.68,333.75,26786,4182428
166.8,166.72,165.27,166.19,134803,19680766,38.799961200000006,38.14662852,37.04014295982,37.61662905,307300,294765924.76592475,333.41,333.26,330.875,332.1,48386,7454892
167.53,165.04,164.45,167.51,198575,24918117,38.257295076000005,37.65462901200001,36.950629716,38.041961957999995,219315,215304215.3042153,334.005,330.23,328.838,333.91,44975,4793512
163.375,162.28,160.2,161.15,238977,32078067,37.62929570400001,37.201296132,35.951964048,36.132630534,217769,204121224.12122414,326.56,324.87,324.09,324.45,46584,6552904
165.755,165.46,163.073,163.78,172402,24899940,38.453961545999995,37.793295539999995,37.20529612800001,37.899295434,176362,176827571.82757184,329.3,328.33,326.0,326.53,37714,5559244
168.75,168.04,165.69,167.84,279793,35127771,39.31995401334,38.732627934,37.828628838,38.37929495400001,308991,273250353.2503532,330.08,328.1,327.9179,329.87,26481,3379487
174.05,172.78,170.79,174.05,408451,51597470,43.391956608,42.720623945999996,41.1999588,42.161291172,445469,435085575.0855751,329.36,329.09,324.96,325.82,31542,4084536
172.4,170.23,169.58,172.21,290137,36142690,43.533289800000006,43.371289962000006,42.167957832,42.666624000000006,258776,235789225.7892258,328.618,323.24,322.18,328.45,51172,6354354
174.5,174.38,170.4,170.43,220735,30149052,52.409280924,51.999947999999996,44.901288432,44.91262175400001,837238,708503133.5031334,327.6193,325.56,324.73,324.81,27861,3122015
180.64,180.12,176.31,177.14,270084,36433339,64.59926206734,59.137274196,55.591944407999996,58.86394113600001,1287700,914082284.0822841,331.49,330.61,329.22,329.56,26051,3636332
184.2,179.9,178.4101,184.03,323395,39186324,56.398610268000006,48.97995102000001,46.940659725959996,54.883945116,1033105,726358281.3582814,334.58,334.29,332.198,333.78,33074,4106060
183.8199,183.63,180.059,180.97,230443,27751381,53.055280278,49.930616736000005,45.7999542,46.661286671999996,803998,598211878.2118782,335.68,335.57,334.29,335.57,43998,4442632
185.63,183.89,182.48,182.845,245036,33529074,51.31661535,49.87128346200001,48.666618,48.70328463,329925,255953070.95307097,335.13,333.75,333.121,334.33,35493,4679873
188.84,188.7,183.25,183.58,260619,35844267,54.66594533400001,51.418615247999995,50.159949839999996,53.33328,503952,370337815.33781534,336.24,336.22,332.71,332.71,23085,3614319
190.7,184.44,183.5,190.65,476625,53159906,52.23368776626,51.625281708,50.5332828,51.252615414000005,235502,175462270.46227044,338.54,336.84,336.2593,337.71,26580,5850816
185.85,184.71,181.85,185.58,378189,47062921,52.649947350000005,51.152615514,50.891282442000005,51.857948142,233447,180337230.33723032,339.19,339.0,337.98,338.39,28127,5473314
186.23,183.71,182.872,183.08,292075,35295834,54.5332788,53.5999464,48.999951,49.455950544000004,498950,394340614.3406144,339.68,338.58,337.1,337.46,27546,7908283
185.41,185.35,182.65,183.25,181074,23149516,54.19794580200001,53.335279998000004,52.36661430000001,52.481280852,282865,235405900.4059004,339.26,339.07,337.745,339.0,27757,6510657
187.7,187.23,185.5,185.605,235449,27853113,57.333276000000005,57.22660944,55.49061117600001,56.10661056000001,335964,250475785.47578546,338.7,338.26,336.75,338.05,23508,3572132
188.18,187.28,186.47,188.06,192919,29997471,62.985270348,61.161272172,60.067939932,61.566605100000004,511344,381344751.3447513,340.6312,339.88,339.02,339.33,21673,2678830
187.25,184.42,181.1,186.95,309644,36862376,60.7999392,59.960606706,57.32927600400001,60.79660587,357921,264523659.52365953,340.199,338.49,335.23,339.33,30759,3567658
183.5,178.59,177.25,183.17,409067,48600385,60.870605796,60.0666066,58.69660797,60.465272868,265739,215091905.0919051,337.32,335.01,334.1,337.0,27662,4323892
174.55,170.89,163.23,167.77,621686,68311066,57.566609099999994,55.585944414,54.81327852000001,55.9332774,340313,227882672.88267288,327.28,323.83,322.7,324.61,67095,7492116
174.84,168.07,167.6462,174.2,581402,68073295,57.10660956000001,53.327280006,52.46661420000001,56.5999434,376588,259357474.35747436,326.06,314.12,313.0822,325.38,82707,12100926
173.26,170.17,168.21,169.71,490429,56387148,54.220612446,51.91994808,51.740614926000006,52.16661450000001,299003,212307857.3078573,319.5,312.91,312.07,315.53,92640,11688922
167.03,158.18,157.98,163.32,866603,93174906,49.317950682,45.2666214,44.5999554,48.666618,499887,364157764.15776414,311.03,298.71,298.71,306.72,89154,11340085
163.71,162.01,152.0,152.41,844896,97073557,46.034620632,44.53262213400001,40.767959232,41.979958020000005,479337,368462933.4629334,297.96,295.91,286.705,290.04,132259,19516305
172.92,172.79,162.31,165.31,599577,71030810,49.57928375400001,49.574617092000004,45.777954222,47.417285916,400087,302925167.9251679,310.5,310.4,295.65,299.34,82932,11780848
175.0,164.51,162.26,173.8,646145,71677019,53.798612868,49.700616966,47.74065892596,53.666613,523089,386760431.7604317,315.148,301.5,298.88,310.76,80933,12910308
170.7,170.55,165.62,168.485,401791,49814383,51.101282232,49.9666167,48.3155850177,50.93063573598,291777,225734880.73488075,314.75,314.75,304.715,307.45,50529,7188632
170.87,166.27,165.69,166.045,416251,47817251,49.71661695,48.302618364,47.871285462,48.251285082,212440,162790017.79001778,309.81,303.76,301.31,306.32,51540,6506646
163.11,161.57,156.0,162.61,682138,72821057,47.1332862,46.898619768,45.617954382,46.0001873331,259527,189943959.94395992,300.04,298.7,291.4226,294.49,81696,9896369
157.75,150.62,150.0,151.0,635297,70419274,44.19982246680001,40.5332928,40.333293,40.359292974,341252,256106356.1063561,285.2899,274.8,274.58,277.2,121767,14676524
161.03,160.92,152.58,158.16,549194,65354385,44.5332888,43.021956978000006,40.5332928,43.961956038,302022,233916878.9168789,289.74,289.55,274.61,285.71,88157,14213306
157.7,153.63,151.15,157.13,502055,56504304,43.57195642800001,42.281957718,40.8666258,42.67995732,246538,201204006.20400622,283.03,275.47,271.99,281.86,86933,10023070
153.47,139.06,138.58,145.3,822935,93226366,39.6332937,37.369962629999996,36.41663025,38.725961274,371891,283636063.63606364,267.78,248.96,248.56,256.88,139974,22444712
161.91,158.83,140.73,147.5,824550,92727446,40.504626162,36.441296892,33.466633200000004,39.666627000000005,426664,339604149.6041496,272.07,271.55,250.52,264.74,175680,24915835
149.35,135.42,135.0,140.0,826770,87905868,32.991293675339996,29.671303662,29.477970522,31.299948700020003,381017,307342267.34226733,257.82,240.12,235.0,242.47,116878,18004609
147.4998,146.57,135.0,140.0,736489,81059817,31.45663521,28.67997132,26.3999736,29.333970666,431547,359919059.91905993,257.0,255.39,237.82,245.8,93780,18140869
146.0,140.4,135.02,138.0,755216,81593173,26.990639676,24.081309252,23.367309966,25.933307400000004,434979,356792786.7927868,246.89,241.17,228.78,237.22,136067,22014181
150.15,142.71,139.0,142.77,709133,85922661,30.1333032,28.509304823999997,23.897309436,24.9797416869,543181,452932352.9323529,248.25,242.06,232.94,239.32,109244,18324895
147.1,137.35,135.86,146.0,711972,84866215,31.799968200000002,28.501971497999996,28.385971614,29.21330412,485123,424282954.2829542,246.702,231.16,230.7,244.85,91000,12619785
140.57,135.98,132.52,137.01,699898,78975176,29.466630533340005,28.952637714000005,27.3666393,28.906637760000002,284103,246818481.81848183,231.46,224.65,220.2756,230.23,96207,14473186
149.6,148.34,141.27,143.75,690409,82516727,34.245965754000004,33.666633000000004,31.5999684,31.819968180000004,439498,343427893.4278934,246.35,245.88,235.97,236.99,85920,12474365
154.33,146.92,144.44,148.91,695838,75638224,37.133296200000004,35.94996405,34.073965926,36.34996365,430939,318341493.3414933,257.2,247.47,240.49,245.57,89180,11938247
156.66,156.11,148.37,148.4,530888,64694427,37.333296000000004,35.210631456,34.14996585,36.492630174,357342,261331491.33149132,263.63,262.37,249.9,250.3299,105176,15886790
154.89,149.7,149.2,151.75,483417,57042291,35.05329828,34.290632376000005,32.935300398,33.666633000000004,275568,215661335.66133565,261.63,254.24,251.78,254.0,74019,9514721
160.6,160.23,150.01,152.44,583392,63420326,34.443105556860004,33.475299858,32.748633918,34.017299316,224806,179971184.97118497,263.2,262.36,254.37,256.53,57606,9539772
164.78,157.71,156.56,159.4,663805,77927186,36.197297136,34.933298400000005,33.1333002,33.416633250000004,293519,266572541.5725416,264.1,258.4,257.0,261.4,67274,9561016
157.75,152.11,150.82,153.0,531817,57969926,34.26361906968,32.103967896,31.67330166,33.5999664,270896,200297900.2979003,252.22,246.8,244.62,248.76,61295,13680801
155.48,155.26,150.36,151.86,434963,49630735,32.95062704934,30.297969702000003,29.759970239999998,32.068634598,378131,297876702.87670285,253.47,252.59,245.44,245.92,50917,7510847
157.38,153.83,152.19,155.1,370332,41243284,34.365965634,32.000634665999996,31.22597544066,33.9666327,391078,338431478.43147844,254.05,249.02,246.0,251.49,48255,6419035
166.5,165.27,157.58,160.32,485897,67111697,34.733298600000005,34.415965584,33.197300135999996,34.07996592,275887,223527763.52776352,267.81,265.8,257.54,258.63,53978,9644836
170.0,163.49,163.26,169.585,559569,62769038,37.666629,36.36329697000001,35.489297844000006,36.333297,344485,268797028.7970288,276.0,265.91,265.7,275.07,72441,11723134
166.67,165.13,163.5,165.67,411368,48318234,37.14716951945999,36.589296744,35.555297778,36.946629720000004,231565,189840549.84054986,276.25,275.0,266.405,268.75,42190,5987657
